,face_uuid,account_name,Ground Truth,filename,match_file,match_score,model,distance_metric,number_of_hits,Model
6984,8f848fe2-4bae-49c4-b4a1-a61b05f00df0,christianlindner,Christian Lindner,christianlindner_17-09-2021_00:00_image2.jpeg,3e230648-0328-4861-ada8-f718b0287f5e.png,0.6858800158163574,Facenet512,euclidean_l2,10.0,Christian Lindner
6985,3608c27d-c94f-4ccc-8c10-df3ee2ab027a,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image2.jpeg,,,,,,Unknown
6986,ae0221d0-ca4e-4e1e-8e20-17b1206287b3,christianlindner,Unknown,christianlindner_17-09-2021_00:00_image2.jpeg,,,,,,Unknown
6987,1bb872b9-9a26-41fe-bb9c-03fa54687b5c,cdu,Unknown,cdu_20-09-2021_00:00_video19.jpeg,,,,,,Unknown
6988,30a62512-2d60-43ad-997d-deda0bb9ac6a,cdu,Unknown,cdu_20-09-2021_00:00_video19.jpeg,,,,,,Unknown
7014,23124748-30ea-4f4a-a610-f73dca30413b,christlichsozialeunion,Markus Söder,christlichsozialeunion_25-09-2021_00:00_video13.jpeg,7b71cbfb-e1d9-44c4-98cf-df3e9761a43b.png,0.9214988837358288,Facenet512,euclidean_l2,3.0,Markus Söder
7015,fa3adab2-a0a9-423a-8afb-d2784e69999c,christlichsozialeunion,Markus Söder,christlichsozialeunion_25-09-2021_00:00_video13.jpeg,732bdb01-2da9-438e-9b36-04c89ad1eea4.png,0.8041956553507575,Facenet512,euclidean_l2,10.0,Markus Söder
7016,2f85c52c-a7e0-4a2a-928e-bf8763861f26,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image2.jpeg,,,,,,Unknown
7017,b7535976-4f06-4806-a3b5-a19f0da5eb98,christlichsozialeunion,Unknown,christlichsozialeunion_24-09-2021_00:00_image4.jpeg,,,,,,Unknown
7018,578bbe79-bedd-41c9-8539-c7f778ff175d,armin_laschet,Armin Laschet,armin_laschet_24-09-2021_00:00_video1.jpeg,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.7060414000244746,Facenet512,euclidean_l2,20.0,Armin Laschet
7019,45a76f3b-73ec-4214-a0eb-61fdcc7f6432,armin_laschet,Unknown,armin_laschet_24-09-2021_00:00_video1.jpeg,,,,,,Unknown
7029,5e120532-89dd-4927-a213-290b4be64c2f,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video8.jpeg,,,,,,Unknown
7030,06e9c855-92c7-4457-9dfc-64c9a18d4d17,armin_laschet,Armin Laschet,armin_laschet_26-09-2021_00:00_video8.jpeg,1e103923-022b-4d3f-a32e-e9c848a00e70.png,0.7418250991772425,Facenet512,euclidean_l2,19.0,Armin Laschet
7031,6cd6a1dd-7fe4-40c9-bec1-bb605606411d,die_gruenen,Annalena Baerbock,die_gruenen_25-09-2021_00:00_video32.jpeg,b5ea8be6-69b9-4fdb-8813-88f307903fb4.png,0.8212840659949799,Facenet512,euclidean_l2,12.0,Annalena Baerbock
7032,99c504e9-3f29-49bf-ad47-bd58172be5f8,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video32.jpeg,,,,,,Unknown
7033,ba676f63-679e-453e-993e-a7198db4c9bb,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video32.jpeg,,,,,,Unknown
7035,a13c60d8-bb85-4e0f-aa73-e48033c1a911,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video13.jpeg,,,,,,Unknown
7036,1774430c-e5c1-4a48-8175-3e4d00fce953,markus.soeder,Markus Söder,markus.soeder_16-09-2021_00:00_video6.jpeg,,,,,,Unknown
7037,82986ca3-45de-41fc-b6cc-58bd005a0322,abaerbock,Annalena Baerbock,abaerbock_23-09-2021_00:00_image12.jpeg,,,,,,Unknown
7050,07550ce5-2ff8-4229-bb96-53cf3845df52,fdp,Christian Lindner,fdp_20-09-2021_00:00_image12.jpeg,3e230648-0328-4861-ada8-f718b0287f5e.png,0.5573862641305214,Facenet512,euclidean_l2,10.0,Christian Lindner
7059,f9201767-aa14-467a-908f-0c565dadd251,spdde,Unknown,spdde_26-09-2021_00:00_video16.jpeg,,,,,,Unknown
7060,ee8c3b5b-d1b9-46b1-a4d3-3b3f42268c0d,spdde,Unknown,spdde_26-09-2021_00:00_video16.jpeg,,,,,,Unknown
7061,ce2ba016-356c-4132-8a86-e93760a31de2,spdde,Unknown,spdde_26-09-2021_00:00_video16.jpeg,,,,,,Unknown
7062,e7c5223d-c24a-4987-bf90-8123d09267a0,spdde,Unknown,spdde_26-09-2021_00:00_video16.jpeg,,,,,,Unknown
7063,8dad9181-2518-47b1-882a-b54ec75231d7,spdde,Unknown,spdde_26-09-2021_00:00_video16.jpeg,,,,,,Unknown
7064,a6122705-4ad5-4b71-80c5-ae815f675407,abaerbock,Annalena Baerbock,abaerbock_17-09-2021_00:00_image5.jpeg,d0023ba3-e826-4b9e-9f82-cd652ea335bd.png,0.6343650943045264,Facenet512,euclidean_l2,13.0,Annalena Baerbock
7065,18466506-7165-4f81-9872-2a1873c82dfa,abaerbock,Unknown,abaerbock_17-09-2021_00:00_image5.jpeg,,,,,,Unknown
7066,fa77d31b-9e5c-4c52-882e-77b04a7bb5d2,abaerbock,Unknown,abaerbock_17-09-2021_00:00_image5.jpeg,,,,,,Unknown
7067,4fd70e34-06ee-4461-9dc9-0fe5d277b282,cdu,Unknown,cdu_20-09-2021_00:00_video20.jpeg,,,,,,Unknown
7068,77281ae2-34a4-4e94-8c1f-453e40663777,cdu,Armin Laschet,cdu_20-09-2021_00:00_video20.jpeg,,,,,,Unknown
7077,85cd9668-e386-4451-b16c-5ffc5975f290,spdde,Unknown,spdde_19-09-2021_00:00_video11.jpeg,,,,,,Unknown
7078,aee32a44-1615-48d1-92c2-d5008e3fe935,spdde,Unknown,spdde_19-09-2021_00:00_video11.jpeg,,,,,,Unknown
7079,76bd0870-e16c-4477-a32f-ab73809cc85d,spdde,Unknown,spdde_19-09-2021_00:00_video11.jpeg,82f4d29e-1d17-4672-b015-52009fda2a23.png,0.9906813762299916,Facenet512,euclidean_l2,5.0,Olaf Scholz
7080,35e093a3-f1cf-47cf-8f5e-ce61656d9af0,spdde,Unknown,spdde_19-09-2021_00:00_video11.jpeg,,,,,,Unknown
7081,71b20654-81d6-4928-9bf6-7f608832e861,spdde,Unknown,spdde_19-09-2021_00:00_video11.jpeg,,,,,,Unknown
7082,ec5e4aa5-db90-4dc3-ad9f-01c172dc2842,spdde,Unknown,spdde_19-09-2021_00:00_video11.jpeg,,,,,,Unknown
7083,a6ef48da-a12d-4d9c-8a5c-ed07a37bcdfd,spdde,Olaf Scholz,spdde_19-09-2021_00:00_video11.jpeg,2ec8c611-8404-4676-9523-28f0cc6181ab.png,0.9282475237474178,Facenet512,euclidean_l2,4.0,Olaf Scholz
7084,e2dccb1b-8b35-4971-b78f-9ba4c1707a91,spdde,Unknown,spdde_19-09-2021_00:00_video11.jpeg,,,,,,Unknown
7085,8e93caec-eb49-45fb-83e0-fe3529c028ca,spdde,Unknown,spdde_19-09-2021_00:00_video11.jpeg,,,,,,Unknown
7092,ce3bfa9f-8763-4c73-bff1-7b2522da6aa8,fdp,Unknown,fdp_18-09-2021_00:00_video1.jpeg,,,,,,Unknown
7099,9f12ad86-15d1-4598-93b2-2d00d55d0699,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7100,4ca6b549-2c22-427c-8fb0-e752b53efb40,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7101,53956260-e0a0-409d-a2ca-196296f6f8de,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7102,a2b564eb-069c-4b76-86c5-d58341cc5fc7,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7103,7a8342a6-c0b6-486b-80b7-d72cf1eedead,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7104,6898cec2-4b7b-46d0-9fe1-3cf33710f03b,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7105,1c7c72db-5fb5-41fa-8cee-543efb588d14,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7106,d92ec40a-17d6-4cff-af8f-18bfdcef9a59,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7107,fc0128a8-3194-4b08-9662-4b7caefda20b,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7108,67bbd9ee-a7c1-4864-8d5a-f9de45f78afa,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7109,06cd2ef6-9867-4557-a96b-aa4781a4d4db,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7110,2f8bdb79-f5ce-4577-9c6b-d34429eade0e,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7111,c484b165-f335-4aed-b06e-6f794373e0e3,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7112,778b9b9d-c2c9-41b4-be1f-8753087e35d8,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7113,5ddf69bb-95e0-4cd5-8eb3-788c383784c8,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7114,e2888792-2bf4-4893-8751-86b62e35322b,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7115,9c336901-e94e-4e78-b863-34dff027a15a,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7116,fdaf021b-0c1b-4a41-bb19-189b2849b1c8,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7117,4833122c-2460-42ae-ad0b-2cd9522bde47,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7118,a8b07495-1fdb-43ba-ab90-47987f2790f0,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7119,c5fbbfda-ba2c-4c74-a95f-ccd8cd48c678,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7120,ef2f1e62-9b56-4107-a93e-7ab8a65d0561,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7121,15875a70-9661-4f24-b450-e485b1edbcf7,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7122,1650ea0a-a9e9-411b-953c-f5d938ef842a,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7123,78510308-c006-4945-812e-656fbb25eea8,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7124,d43e89f8-2dad-4566-8852-270a364c2cb1,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7125,024c3e21-284d-40e4-9617-891e3c9631b5,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7126,0a4d9d1d-948d-4f50-9dd7-fb3019ea9c37,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7127,8defe509-35a7-4720-ae53-71e9eccdf5a3,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7128,f376c9b7-94a5-47e5-9fcc-cc4e86481751,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7129,14039ff2-6729-419e-b511-c722ae4a7d2c,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7130,151b823b-d7b8-4954-9f64-7d1581691265,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7131,8b24885d-ea0a-4ccd-8dc6-7ecda3724d96,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7132,40c3a9ec-5e43-47a3-b92a-94f959808230,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7133,1fce49bf-cdf8-420a-bcc9-a612b13a0806,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7134,de55d5bf-5000-4107-82c3-56a11eb8bedb,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7135,06dc3b70-d33e-455f-8916-aa2f55135b7d,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7136,45de29e7-8bd4-44bd-a500-e862121d3253,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7137,64e8f75d-f05c-4a33-96b1-75508e978ef3,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7138,c3840849-3503-4cd8-8eec-7b25c9053e7e,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7139,e19beb66-d9f7-40e8-a04d-320848b7c685,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7140,9ca2e09a-0275-46fa-9bfa-8b9ca7d49bbd,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7141,57ad5b96-1180-4fc5-973b-1cd29c664836,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7142,d96eb69a-c605-4010-a5f8-2af5a9e6bc4a,armin_laschet,Unknown,armin_laschet_19-09-2021_00:00_video2.jpeg,,,,,,Unknown
7143,49bbe19e-1d05-4dae-aa82-cdff1452b905,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7144,317515af-f2fa-46ec-8b84-7afc58d0b7f3,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7145,18e81102-7c26-44ef-964b-900b8be02a30,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7146,26cd160c-967c-45e4-94d2-85fc85b8c1a1,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7147,d4128af8-54d2-4b10-8dfa-39501323b540,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,6eea9eca-17f8-4cce-b3dd-7cf5cb345415.png,0.9844748237926249,Facenet512,euclidean_l2,1.0,Armin Laschet
7148,0d39c6a5-0f1c-43ea-bb70-9d4c6be88c93,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7149,772f5fd0-fb55-4cc6-afed-627476b12ba0,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7150,42837056-7d5d-4a32-81c9-a0ff50d0971d,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7151,2bdcbe42-2e2a-4ac0-a138-94bbef58ec48,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7152,34b2c805-df4f-48c3-ac7a-fe47a00be799,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7153,87e7e32c-b6c2-4110-a600-e673d96fee95,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7154,26fded71-bdfb-481b-a92c-9bef7fe19cbf,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7155,33d87f57-f31b-4390-a9f9-40eb29c93b37,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7156,4d84cb6a-bfcf-4e82-8aee-e962b1ef2c43,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7157,609a8139-62e4-438f-aba0-a84cd7f8a83a,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7158,20b68f90-a090-469a-9ea3-72173e0bdfbc,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7159,390dc2ba-1007-4a3b-b73b-845aa9360f92,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7160,dda3ab07-e470-4cde-a03f-c87558993c21,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7161,e531b099-d70a-4718-90b4-f71927392e00,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7162,5a4674c0-3fec-4fb9-888c-6da87ecb81b3,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7163,c59ecfb5-6c0c-47fe-a72a-baaaf0f8346f,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7164,2d6776ee-99a2-4690-9e2e-ea646e199ac8,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7165,6289822d-b3ae-424e-9c2c-fe0fa1e7bb4d,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7166,2a66c709-c4cb-4d1d-87a3-ea40f56ba942,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7167,65265e0b-44a6-4612-a4a2-454fe11fa7e6,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7168,325bb56e-5b93-4de8-a2e5-15d87d18e2ca,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7169,727f7f97-9c49-4848-a69f-b0dc1dbe708f,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7170,90dc0c1a-8805-4828-a5b5-5916cd32dfc0,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7171,1851c3f8-1c9e-47f3-9967-8fc97657013b,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7172,68c945ed-611f-401b-af33-1c0e9aea3a30,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7173,63df6c44-3e15-48ec-8b7c-56f97896871e,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7174,053b8a43-5470-4589-9660-52e0d9933a66,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7175,350d8b77-bbc7-4ede-ac25-2f03439e5e1c,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7176,078fd350-89d8-434b-a4d7-06d9401dfc2a,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7177,990862ba-521c-4cee-bd8c-d3fea1c141b2,cdu,Unknown,cdu_19-09-2021_00:00_image7.jpeg,,,,,,Unknown
7178,1212d54a-ad87-4315-9de1-55075ccae7a2,abaerbock,Unknown,abaerbock_25-09-2021_00:00_video2.jpeg,,,,,,Unknown
7179,6485b6a2-9a18-42a2-b72a-220b7f795d8a,abaerbock,Unknown,abaerbock_25-09-2021_00:00_video2.jpeg,,,,,,Unknown
7180,54511eb6-4bd4-4625-b9c1-2c807ccd166d,abaerbock,Annalena Baerbock,abaerbock_25-09-2021_00:00_video2.jpeg,b5ea8be6-69b9-4fdb-8813-88f307903fb4.png,0.6716998628663122,Facenet512,euclidean_l2,13.0,Annalena Baerbock
7181,5f976e79-a18e-44af-8cb6-1fdd10bc68b6,abaerbock,Unknown,abaerbock_25-09-2021_00:00_video2.jpeg,,,,,,Unknown
7182,7ae2534a-e0a1-4548-863e-9855efb7433f,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video3.jpeg,,,,,,Unknown
7183,da967dba-321b-4bdf-b355-d958f6bf8c6f,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video3.jpeg,,,,,,Unknown
7184,f711287b-5893-4d1b-b32f-4fac6a03567c,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video3.jpeg,,,,,,Unknown
7185,234350a7-53a1-47b6-a8bd-783c2b37aa93,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video3.jpeg,,,,,,Unknown
7186,ead4f43b-d357-4a95-90b6-aa826d69ac97,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video3.jpeg,,,,,,Unknown
7187,83e012b1-adfd-441b-a117-0eec1c2a0009,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video3.jpeg,,,,,,Unknown
7188,d8b48e14-10f9-4733-aa6b-22fab74ce715,cdu,Armin Laschet,cdu_23-09-2021_00:00_video10.jpeg,,,,,,Unknown
7189,593e7ff3-7bfb-4e72-b64e-4121002bd6e5,cdu,Unknown,cdu_23-09-2021_00:00_video10.jpeg,,,,,,Unknown
7190,d95303db-911c-416f-82cb-cb06262700e4,cdu,Unknown,cdu_23-09-2021_00:00_video10.jpeg,,,,,,Unknown
7194,cab56e21-6e69-4040-a5f9-b7e6e1517979,die_gruenen,Annalena Baerbock,die_gruenen_20-09-2021_00:00_image7.jpeg,b5ea8be6-69b9-4fdb-8813-88f307903fb4.png,0.849431545150185,Facenet512,euclidean_l2,13.0,Annalena Baerbock
7195,9de58d34-6a6b-4000-bb5f-4e97b4c13a32,spdde,Unknown,spdde_19-09-2021_00:00_image1.jpeg,,,,,,Unknown
7196,48f9f576-b7b5-4dc2-9bfa-0d45906f00d3,spdde,Olaf Scholz,spdde_19-09-2021_00:00_image1.jpeg,,,,,,Unknown
7197,32c44270-a924-4a7f-9f87-177d3f22421e,spdde,Unknown,spdde_21-09-2021_00:00_image0.jpeg,,,,,,Unknown
7198,ad77d199-8ca2-40f8-86f1-1664a115f961,spdde,Unknown,spdde_21-09-2021_00:00_image0.jpeg,,,,,,Unknown
7199,4c039c68-36be-4f4c-8012-b6852112f30d,spdde,Unknown,spdde_21-09-2021_00:00_image0.jpeg,,,,,,Unknown
7200,4e133d09-85b1-4948-beeb-396949be8e5a,spdde,Olaf Scholz,spdde_21-09-2021_00:00_image0.jpeg,,,,,,Unknown
7201,39a109b1-2946-43b5-ba18-9eefb1f5f72a,spdde,Olaf Scholz,spdde_19-09-2021_00:00_video7.jpeg,04a53ef1-618b-4c9c-97a8-a1187a75c05c.png,0.4551537153076845,Facenet512,euclidean_l2,20.0,Olaf Scholz
7202,e9500e0c-6b86-4c02-81c0-73613371fcc1,spdde,Olaf Scholz,spdde_19-09-2021_00:00_video7.jpeg,,,,,,Unknown
7203,c110ce71-0fcc-4021-8e81-df056826028a,spdde,Unknown,spdde_26-09-2021_00:00_video18.jpeg,,,,,,Unknown
7204,f17439db-2c87-4f34-8dbb-018c02f68f87,spdde,Unknown,spdde_26-09-2021_00:00_video18.jpeg,,,,,,Unknown
7205,8d3f498d-a606-42da-b44f-38f4555f7ffb,spdde,Unknown,spdde_26-09-2021_00:00_video18.jpeg,,,,,,Unknown
7206,a6daa7e9-aaea-44a1-9636-c39a6f7f24af,spdde,Unknown,spdde_26-09-2021_00:00_video18.jpeg,,,,,,Unknown
7207,5a696a9f-6760-4ae7-8647-6296654fe8b6,spdde,Unknown,spdde_26-09-2021_00:00_video18.jpeg,,,,,,Unknown
7208,ad41250b-d84c-4c42-884c-9f5e76805899,spdde,Olaf Scholz,spdde_26-09-2021_00:00_video18.jpeg,2ec8c611-8404-4676-9523-28f0cc6181ab.png,0.9862934482423296,Facenet512,euclidean_l2,6.0,Olaf Scholz
7209,5e6f34cf-cb75-4422-8f23-6e8b4e5244f4,spdde,Unknown,spdde_26-09-2021_00:00_video18.jpeg,,,,,,Unknown
7210,f159d391-2ebb-44cc-929b-6c0f93484599,spdde,Unknown,spdde_26-09-2021_00:00_video18.jpeg,,,,,,Unknown
7211,4309bcf0-23a3-4efa-a4de-20404fbaefec,spdde,Unknown,spdde_26-09-2021_00:00_video18.jpeg,,,,,,Unknown
7212,84c1c2a6-56c4-43e9-8753-38c9448d6950,spdde,Unknown,spdde_26-09-2021_00:00_video18.jpeg,,,,,,Unknown
7213,4ed76667-6f3f-4100-b19f-4cc4516eafa8,christlichsozialeunion,Unknown,christlichsozialeunion_20-09-2021_00:00_video3.jpeg,,,,,,Unknown
7214,c2609234-13e2-423e-afd3-6baf64768bbc,christlichsozialeunion,Markus Söder,christlichsozialeunion_20-09-2021_00:00_video3.jpeg,,,,,,Unknown
7215,8156465e-8c5a-4fb8-8fa8-0d09d7239c5b,abaerbock,Unknown,abaerbock_25-09-2021_00:00_image3.jpeg,,,,,,Unknown
7216,6ba564b0-f631-4153-960c-6152cc87bfc6,abaerbock,Unknown,abaerbock_25-09-2021_00:00_image3.jpeg,,,,,,Unknown
7217,08c605b6-6e60-42a6-9f22-c8ca89be6b83,abaerbock,Unknown,abaerbock_25-09-2021_00:00_image3.jpeg,,,,,,Unknown
7218,6b76d802-f585-4aad-806d-27f33ce86472,abaerbock,Unknown,abaerbock_25-09-2021_00:00_image3.jpeg,baerbock_annalena_gross.jpeg,0.9198406440437688,Facenet512,euclidean_l2,8.0,Annalena Baerbock
7219,fd141f5c-b955-4d01-8b26-8b1e7de27c94,abaerbock,Unknown,abaerbock_25-09-2021_00:00_image3.jpeg,,,,,,Unknown
7220,02b4c542-bb6c-4bc6-8636-720ab77def03,christlichsozialeunion,Unknown,christlichsozialeunion_23-09-2021_00:00_video11.jpeg,,,,,,Unknown
7221,4fc79353-5a4c-4b32-94df-1c1d8a91666b,olafscholz,Unknown,olafscholz_17-09-2021_00:00_video6.jpeg,,,,,,Unknown
7222,346ab964-5833-4458-a8cf-0b5d1ca1b90d,olafscholz,Unknown,olafscholz_17-09-2021_00:00_video6.jpeg,,,,,,Unknown
7224,e89b9dfe-f93a-4e1b-bba3-15f3269023ca,armin_laschet,Unknown,armin_laschet_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
7225,e24a87a6-6532-4ce0-96b0-7a0231376466,armin_laschet,Armin Laschet,armin_laschet_17-09-2021_00:00_image3.jpeg,,,,,,Unknown
7226,ea33b981-6978-4e34-b14f-b0461a99d15c,spdde,Olaf Scholz,spdde_13-09-2021_00:00_image0.jpeg,2ec8c611-8404-4676-9523-28f0cc6181ab.png,0.5007063762957427,Facenet512,euclidean_l2,20.0,Olaf Scholz
7227,aefa2bf8-a8d6-4500-a2b5-9b1811fcf861,armin_laschet,Armin Laschet,armin_laschet_20-09-2021_00:00_video0.jpeg,laschet_armin.jpeg,0.7442789886433282,Facenet512,euclidean_l2,20.0,Armin Laschet
7228,335dbf16-2701-4fe9-b199-5d774191f3b1,armin_laschet,Armin Laschet,armin_laschet_17-09-2021_00:00_video2.jpeg,872af970-553e-4d30-abdc-252f937b8d70.png,0.5870506908218524,Facenet512,euclidean_l2,20.0,Armin Laschet
7229,eeb6b1f6-73e6-44bf-8acc-30456b66a6f1,olafscholz,Unknown,olafscholz_26-09-2021_00:00_image1.jpeg,,,,,,Unknown
7230,bc03792c-06c0-484b-a983-a490cfd5814a,olafscholz,Olaf Scholz,olafscholz_26-09-2021_00:00_image1.jpeg,c27ee252-e37c-4074-92b5-20e300431107.png,0.4276624874962541,Facenet512,euclidean_l2,19.0,Olaf Scholz
7231,c08e4484-7f58-48c8-b684-0a5919fbec4d,olafscholz,Olaf Scholz,olafscholz_26-09-2021_00:00_image1.jpeg,c27ee252-e37c-4074-92b5-20e300431107.png,0.457588048636729,Facenet512,euclidean_l2,20.0,Olaf Scholz
