image,11926,11478,11766,9368,11835,9754,11909,11802
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,,
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,Nicola Beer,
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,,
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,,
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,,
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,,
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,,
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,,
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,,
fdp_20-09-2021_00:00_video7.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_video2.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_video2.jpeg,,,,,,,,Robert Habeck
robert.habeck_21-09-2021_00:00_video2.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_video2.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video13.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video13.jpeg,,,,,,,,
spdde_25-09-2021_00:00_video0.jpeg,,,,,,,,
abaerbock_22-09-2021_00:00_image10.jpeg,,,,,,,,
abaerbock_22-09-2021_00:00_image10.jpeg,,,,,,,Annalena Baerbock,Annalena Baerbock
abaerbock_22-09-2021_00:00_image10.jpeg,,,,,,,,
abaerbock_22-09-2021_00:00_image10.jpeg,,,,,,,,
abaerbock_22-09-2021_00:00_image10.jpeg,,,,,,,,
abaerbock_22-09-2021_00:00_image10.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_video5.jpeg,,,,,,,,
abaerbock_17-09-2021_00:00_video2.jpeg,,,,,,,,
abaerbock_17-09-2021_00:00_video2.jpeg,,,,,,,,
abaerbock_17-09-2021_00:00_video2.jpeg,,,,,,,Annalena Baerbock,Annalena Baerbock
robert.habeck_22-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_video1.jpeg,,,,,,,Robert Habeck,Robert Habeck
robert.habeck_22-09-2021_00:00_video1.jpeg,,,,,,,,
cdu_20-09-2021_00:00_video5.jpeg,,,,,,,,
cdu_20-09-2021_00:00_video5.jpeg,,,,,,,,
cdu_23-09-2021_00:00_video6.jpeg,,,,,,,,
cdu_23-09-2021_00:00_video6.jpeg,,,,,,,,
cdu_23-09-2021_00:00_video6.jpeg,,,,,,,,
die_gruenen_13-09-2021_00:00_video5.jpeg,,,,,,,,
die_gruenen_13-09-2021_00:00_video5.jpeg,,,,,,,Robert Habeck,
die_gruenen_13-09-2021_00:00_video5.jpeg,,,,,,,,Annalena Baerbock
die_gruenen_13-09-2021_00:00_video5.jpeg,,,,,,,Annalena Baerbock,
die_gruenen_13-09-2021_00:00_video5.jpeg,,,,,,,,
die_gruenen_13-09-2021_00:00_video5.jpeg,,,,,,,,
die_gruenen_13-09-2021_00:00_video5.jpeg,,,,,,,,
markus.soeder_24-09-2021_00:00_image4.jpeg,,,,,,,,
markus.soeder_24-09-2021_00:00_image4.jpeg,,,,,,,Markus Söder,Markus Söder
abaerbock_21-09-2021_00:00_video2.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_video2.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_video2.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_image20.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_image20.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_image20.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_image20.jpeg,,,,,,,,
susanne_hennig_wellsow_18-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_18-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_18-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image9.jpeg,,,,,,,,
armin_laschet_25-09-2021_00:00_video0.jpeg,,,,,,,,
armin_laschet_25-09-2021_00:00_video0.jpeg,,,,,,,,
armin_laschet_25-09-2021_00:00_video0.jpeg,,,,,,,Armin Laschet,Armin Laschet
christlichsozialeunion_13-09-2021_00:00_video0.jpeg,,,,,,,,
christlichsozialeunion_13-09-2021_00:00_video0.jpeg,,,,,,,Armin Laschet,Armin Laschet
olafscholz_22-09-2021_00:00_video6.jpeg,,,,,,,,
spdde_15-09-2021_00:00_image0.jpeg,,,,,,,,
spdde_15-09-2021_00:00_image0.jpeg,,,,,,,Annalena Baerbock,Annalena Baerbock
spdde_15-09-2021_00:00_image0.jpeg,,,,,,,,
spdde_15-09-2021_00:00_image0.jpeg,,,,,,,Armin Laschet,Olaf Scholz
spdde_15-09-2021_00:00_image0.jpeg,,,,,,,,
spdde_15-09-2021_00:00_image0.jpeg,,,,,,,Olaf Scholz,
christianlindner_24-09-2021_00:00_image0.jpeg,,,,,,,,
christianlindner_24-09-2021_00:00_image0.jpeg,,,,,,,Christian Lindner,Christian Lindner
olafscholz_24-09-2021_00:00_image2.jpeg,,,,,,,,
olafscholz_24-09-2021_00:00_image2.jpeg,,,,,,,,
olafscholz_24-09-2021_00:00_image2.jpeg,,,,,,,Olaf Scholz,Olaf Scholz
olafscholz_23-09-2021_00:00_video1.jpeg,,,,,,,,
olafscholz_23-09-2021_00:00_video1.jpeg,,,,,,,,
olafscholz_23-09-2021_00:00_video1.jpeg,,,,,,,,
olafscholz_23-09-2021_00:00_video1.jpeg,,,,,,,,
olafscholz_23-09-2021_00:00_video1.jpeg,,,,,,,Olaf Scholz,Olaf Scholz
olafscholz_23-09-2021_00:00_video1.jpeg,,,,,,,,
olafscholz_23-09-2021_00:00_video1.jpeg,,,,,,,,
cdu_19-09-2021_00:00_video1.jpeg,,,,,,,,
cdu_19-09-2021_00:00_video1.jpeg,,,,,,,,
cdu_19-09-2021_00:00_video1.jpeg,,,,,,,,
abaerbock_26-09-2021_00:00_image1.jpeg,,,,,,,,
abaerbock_26-09-2021_00:00_image1.jpeg,,,,,,,,
abaerbock_26-09-2021_00:00_image1.jpeg,,,,,,,Annalena Baerbock,Annalena Baerbock
abaerbock_26-09-2021_00:00_image1.jpeg,,,,,,,,
abaerbock_26-09-2021_00:00_image1.jpeg,,,,,,,,
dielinke_25-09-2021_00:00_video11.jpeg,,,,,,,,
markus.soeder_25-09-2021_00:00_video4.jpeg,,,,,,,,
markus.soeder_25-09-2021_00:00_video4.jpeg,,,,,,,Markus Söder,Markus Söder
markus.soeder_25-09-2021_00:00_video4.jpeg,,,,,,,,
markus.soeder_25-09-2021_00:00_video4.jpeg,,,,,,,Markus Söder,Markus Söder
dielinke_26-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_26-09-2021_00:00_image0.jpeg,,,,,,,Christian Lindner,Christian Lindner
armin_laschet_22-09-2021_00:00_video9.jpeg,,,,,,,,
armin_laschet_22-09-2021_00:00_video9.jpeg,,,,,,,Armin Laschet,Armin Laschet
armin_laschet_22-09-2021_00:00_video9.jpeg,,,,,,,,
armin_laschet_22-09-2021_00:00_video9.jpeg,,,,,,,,Christian Lindner
fdp_20-09-2021_00:00_image9.jpeg,,,,,,,,
fdp_20-09-2021_00:00_image9.jpeg,,,,,,,Christian Lindner,Christian Lindner
fdp_20-09-2021_00:00_image9.jpeg,,,,,,,,
fdp_20-09-2021_00:00_image9.jpeg,,,,,,,,
fdp_20-09-2021_00:00_image9.jpeg,,,,,,,Christian Lindner,Christian Lindner
fdp_20-09-2021_00:00_image9.jpeg,,,,,,,,
susanne_hennig_wellsow_25-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_25-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_25-09-2021_00:00_image0.jpeg,,,,,,,Susanne Hennig-Wellsow,
susanne_hennig_wellsow_25-09-2021_00:00_image0.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_video4.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_video4.jpeg,,,,,,,Armin Laschet,Armin Laschet
armin_laschet_19-09-2021_00:00_video4.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_21-09-2021_00:00_image10.jpeg,,,,,,,,
abaerbock_13-09-2021_00:00_video0.jpeg,,,,,,,,
abaerbock_13-09-2021_00:00_video0.jpeg,,,,,,,,
abaerbock_13-09-2021_00:00_video0.jpeg,,,,,,,Annalena Baerbock,Annalena Baerbock
christlichsozialeunion_24-09-2021_00:00_video11.jpeg,,,,,,,,
christlichsozialeunion_24-09-2021_00:00_video11.jpeg,,,,,,,Markus Söder,Markus Söder
markus.soeder_21-09-2021_00:00_image1.jpeg,,,,,,,,
markus.soeder_21-09-2021_00:00_image1.jpeg,,,,,,,Markus Söder,Markus Söder
fw_bayern_14-09-2021_00:00_image0.jpeg,,,,,,,,
fw_bayern_14-09-2021_00:00_image0.jpeg,,,,,,,,
fw_bayern_14-09-2021_00:00_image0.jpeg,,,,,,,,
armin_laschet_24-09-2021_00:00_video16.jpeg,,,,,,,,
armin_laschet_24-09-2021_00:00_video16.jpeg,,,,,,,Armin Laschet,Armin Laschet
nicola_beer_20-09-2021_00:00_video13.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_video13.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_video13.jpeg,,,,,,,Nicola Beer,Nicola Beer
nicola_beer_20-09-2021_00:00_video13.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_video13.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_video13.jpeg,,,,,,,Christian Lindner,Christian Lindner
spdde_14-09-2021_00:00_image4.jpeg,,,,,,,,
armin_laschet_26-09-2021_00:00_video7.jpeg,,,,,,,,
armin_laschet_26-09-2021_00:00_video7.jpeg,,,,,,,,
fdp_25-09-2021_00:00_image0.jpeg,,,,,,,,
fdp_25-09-2021_00:00_image0.jpeg,,,,,,,Christian Lindner,Christian Lindner
nicola_beer_16-09-2021_00:00_image3.jpeg,,,,,,,,
nicola_beer_16-09-2021_00:00_image3.jpeg,,,,,,,Nicola Beer,Nicola Beer
afd.bund_13-09-2021_00:00_image8.jpeg,,,,,,,,
afd.bund_13-09-2021_00:00_image8.jpeg,,,,,,,,
afd.bund_13-09-2021_00:00_image8.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image0.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image0.jpeg,,,,,,,Armin Laschet,Armin Laschet
armin_laschet_23-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image1.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image1.jpeg,,,,,,,Robert Habeck,Robert Habeck
robert.habeck_15-09-2021_00:00_video0.jpeg,,,,,,,,
robert.habeck_15-09-2021_00:00_video0.jpeg,,,,,,,,
robert.habeck_15-09-2021_00:00_video0.jpeg,,,,,,,Robert Habeck,Robert Habeck
robert.habeck_15-09-2021_00:00_video0.jpeg,,,,,,,,
robert.habeck_15-09-2021_00:00_video0.jpeg,,,,,,,Robert Habeck,Robert Habeck
spdde_17-09-2021_00:00_image0.jpeg,,,,,,,,
spdde_17-09-2021_00:00_image0.jpeg,,,,,,,Olaf Scholz,Olaf Scholz
fdp_23-09-2021_00:00_image1.jpeg,,,,,,,,
fdp_23-09-2021_00:00_image1.jpeg,,,,,,,,
fdp_23-09-2021_00:00_image1.jpeg,,,,,,,Christian Lindner,Christian Lindner
christianlindner_22-09-2021_00:00_image5.jpeg,,,,,,,,
christianlindner_22-09-2021_00:00_image5.jpeg,,,,,,,Christian Lindner,Christian Lindner
christianlindner_22-09-2021_00:00_image5.jpeg,,,,,,,,
christianlindner_22-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_video5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_video5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_video5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_video5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_video5.jpeg,,,,,,,,
susanne_hennig_wellsow_16-09-2021_00:00_video2.jpeg,,,,,,,,
susanne_hennig_wellsow_16-09-2021_00:00_video2.jpeg,,,,,,,Susanne Hennig-Wellsow,Susanne Hennig-Wellsow
armin_laschet_19-09-2021_00:00_image1.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image1.jpeg,,,,,,,Armin Laschet,Armin Laschet
fw_bayern_21-09-2021_00:00_video2.jpeg,,,,,,,,
fw_bayern_21-09-2021_00:00_video2.jpeg,,,,,,,,
abaerbock_18-09-2021_00:00_video2.jpeg,,,,,,,,
abaerbock_18-09-2021_00:00_video2.jpeg,,,,,,,,
abaerbock_18-09-2021_00:00_video2.jpeg,,,,,,,,
abaerbock_18-09-2021_00:00_video2.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_17-09-2021_00:00_image7.jpeg,,,,,,,,
markus.soeder_23-09-2021_00:00_image0.jpeg,,,,,,,,
markus.soeder_23-09-2021_00:00_image0.jpeg,,,,,,,Markus Söder,
markus.soeder_23-09-2021_00:00_image0.jpeg,,,,,,,,Markus Söder
markus.soeder_23-09-2021_00:00_image0.jpeg,,,,,,,Markus Söder,
christlichsozialeunion_25-09-2021_00:00_video8.jpeg,,,,,,,,
christlichsozialeunion_25-09-2021_00:00_video8.jpeg,,,,,,,,
christlichsozialeunion_25-09-2021_00:00_video8.jpeg,,,,,,,Armin Laschet,Armin Laschet
olafscholz_21-09-2021_00:00_image1.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_image1.jpeg,,,,,,,Olaf Scholz,Olaf Scholz
olafscholz_21-09-2021_00:00_image1.jpeg,,,,,,,,
abaerbock_13-09-2021_00:00_image4.jpeg,,,,,,,,
abaerbock_13-09-2021_00:00_image4.jpeg,,,,,,,Annalena Baerbock,Armin Laschet
cdu_25-09-2021_00:00_video6.jpeg,,,,,,,,
cdu_25-09-2021_00:00_video6.jpeg,,,,,,,Markus Söder,Markus Söder
cdu_25-09-2021_00:00_video6.jpeg,,,,,,,,
cdu_25-09-2021_00:00_video6.jpeg,,,,,,,Markus Söder,Markus Söder
cdu_25-09-2021_00:00_video13.jpeg,,,,,,,,
cdu_25-09-2021_00:00_video13.jpeg,,,,,,,,
cdu_25-09-2021_00:00_video13.jpeg,,,,,,,,
susanne_hennig_wellsow_19-09-2021_00:00_image1.jpeg,,,,,,,,
susanne_hennig_wellsow_19-09-2021_00:00_image1.jpeg,,,,,,,Susanne Hennig-Wellsow,Susanne Hennig-Wellsow
susanne_hennig_wellsow_19-09-2021_00:00_image1.jpeg,,,,,,,,
susanne_hennig_wellsow_19-09-2021_00:00_image1.jpeg,,,,,,,Susanne Hennig-Wellsow,Susanne Hennig-Wellsow
nicola_beer_23-09-2021_00:00_image0.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image0.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image0.jpeg,,,,,,,Nicola Beer,Saskia Esken
nicola_beer_23-09-2021_00:00_image0.jpeg,,,,,,,,
christlichsozialeunion_24-09-2021_00:00_video3.jpeg,,,,,,,,
abaerbock_17-09-2021_00:00_video6.jpeg,,,,,,,,
abaerbock_17-09-2021_00:00_video6.jpeg,,,,,,,Annalena Baerbock,Annalena Baerbock
abaerbock_17-09-2021_00:00_video6.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_image12.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,Armin Laschet,Armin Laschet
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image5.jpeg,,,,,,,,
christlichsozialeunion_16-09-2021_00:00_video17.jpeg,,,,,,,,
christlichsozialeunion_16-09-2021_00:00_video17.jpeg,,,,,,,,
die_gruenen_26-09-2021_00:00_video0.jpeg,,,,,,,,
die_gruenen_26-09-2021_00:00_video0.jpeg,,,,,,,Robert Habeck,Robert Habeck
christlichsozialeunion_13-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_16-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_16-09-2021_00:00_image2.jpeg,,,,,,,Armin Laschet,Armin Laschet
armin_laschet_16-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_16-09-2021_00:00_image2.jpeg,,,,,,,,
susanne_hennig_wellsow_25-09-2021_00:00_video0.jpeg,,,,,,,,
susanne_hennig_wellsow_25-09-2021_00:00_video0.jpeg,,,,,,,,
susanne_hennig_wellsow_25-09-2021_00:00_video0.jpeg,,,,,,,,
susanne_hennig_wellsow_25-09-2021_00:00_video0.jpeg,,,,,,,Susanne Hennig-Wellsow,Susanne Hennig-Wellsow
armin_laschet_25-09-2021_00:00_video5.jpeg,,,,,,,,
armin_laschet_25-09-2021_00:00_video5.jpeg,,,,,,,Armin Laschet,Armin Laschet
abaerbock_20-09-2021_00:00_video0.jpeg,,,,,,,,
abaerbock_20-09-2021_00:00_video0.jpeg,,,,,,,Annalena Baerbock,Annalena Baerbock
armin_laschet_14-09-2021_00:00_image0.jpeg,,,,,,,,
armin_laschet_14-09-2021_00:00_image0.jpeg,,,,,,,Armin Laschet,Armin Laschet
christlichsozialeunion_16-09-2021_00:00_video8.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image12.jpeg,,,,,,,,
markus.soeder_21-09-2021_00:00_image2.jpeg,,,,,,,,
markus.soeder_21-09-2021_00:00_image2.jpeg,,,,,,,Markus Söder,Markus Söder
markus.soeder_21-09-2021_00:00_image2.jpeg,,,,,,,,
markus.soeder_21-09-2021_00:00_image2.jpeg,,,,,,,,
cdu_18-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_18-09-2021_00:00_image3.jpeg,,,,,,,Armin Laschet,Armin Laschet
abaerbock_14-09-2021_00:00_image0.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_image0.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_image0.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_image0.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_video5.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_video5.jpeg,,,,,,,Robert Habeck,Robert Habeck
